Food	Axis	correlation	pval	qval	Significance
Fruit smoothie with whole fruit and dairy	Axis.9	-0.0954531742772764	0.142904310768485	0.801041382990414	
Fruit smoothie with whole fruit and dairy added protein	Axis.4	0.112272178284768	0.0845766749451445	0.801041382990414	
Fruit smoothie with whole fruit and dairy added protein	Axis.8	-0.0932429955246378	0.152433764046675	0.801041382990414	
Fruit smoothie with whole fruit and dairy added protein	Axis.9	0.0875342406965988	0.179263206481129	0.801041382990414	
Milk dry not reconstituted NS as to fat content	Axis.4	0.106563423456729	0.101732367664637	0.801041382990414	
Milk dry not reconstituted NS as to fat content	Axis.7	0.0751652719025142	0.249046678385109	0.801041382990414	
Milk dry not reconstituted NS as to fat content	Axis.8	-0.0799225675925467	0.220255509706998	0.801041382990414	
Milk dry not reconstituted NS as to fat content	Axis.10	-0.0761167310405207	0.24308885095363	0.801041382990414	
Cream light	Axis.3	-0.0930747154747934	0.153178553030864	0.801041382990414	
Cream light	Axis.4	0.0983830295244286	0.130980699530305	0.801041382990414	
Cream light	Axis.8	-0.127433674259088	0.0500612819687662	0.801041382990414	
Cream half and half	Axis.4	0.0868041406996753	0.182931644695213	0.801041382990414	
Cream half and half	Axis.8	-0.0880098456912211	0.176902906634885	0.801041382990414	
Cream half and half fat free	Axis.4	-0.0780196493165337	0.231473540171001	0.801041382990414	
Cream half and half fat free	Axis.5	-0.0999032094906834	0.125103911686651	0.801041382990414	
Cream half and half fat free	Axis.6	0.0960973729386573	0.140214100322684	0.801041382990414	
Cream half and half fat free	Axis.10	0.0780196493165337	0.231473540171001	0.801041382990414	
Cream whipped	Axis.1	-0.0758215227149018	0.244926631808246	0.801041382990414	
Cream whipped	Axis.6	0.107852589641891	0.0976355644036565	0.801041382990414	
Coffee creamer liquid	Axis.2	0.159211541840228	0.0141377852456841	0.801041382990414	
Coffee creamer liquid	Axis.3	-0.131777719661902	0.0426814895401821	0.801041382990414	
Coffee creamer liquid	Axis.4	0.121105270911275	0.0626888994330536	0.801041382990414	
Coffee creamer liquid	Axis.6	-0.128593002608754	0.0479947610913822	0.801041382990414	
Coffee creamer liquid	Axis.7	0.0943259707344765	0.147706012842501	0.801041382990414	
Coffee creamer liquid flavored	Axis.6	-0.0710787071311289	0.275785199735902	0.801041382990414	
Coffee creamer liquid fat free	Axis.1	-0.101481115360054	0.119222142699496	0.801041382990414	
Coffee creamer liquid fat free	Axis.2	0.0715514990455669	0.272595823281897	0.801041382990414	
Coffee creamer liquid fat free	Axis.3	0.0766017177811377	0.240090578109204	0.801041382990414	
Coffee creamer liquid fat free	Axis.5	0.0919139809873884	0.15839092209474	0.801041382990414	
Coffee creamer liquid fat free	Axis.7	0.0807671381942365	0.215402813892705	0.801041382990414	
Coffee creamer liquid fat free	Axis.9	-0.0912796735142007	0.161295139460083	0.801041382990414	
Coffee creamer liquid fat free sugar free flavored	Axis.2	0.0871974502944363	0.180948623151147	0.801041382990414	
Coffee creamer liquid fat free sugar free flavored	Axis.9	0.0905770200109243	0.164558732721163	0.801041382990414	
Coffee creamer liquid fat free sugar free flavored	Axis.10	0.0997371332155467	0.125735823235131	0.801041382990414	
Coffee creamer liquid sugar free flavored	Axis.1	-0.12646670248627	0.0518411304926977	0.801041382990414	
Coffee creamer liquid sugar free flavored	Axis.2	0.108378675298518	0.0960018400177456	0.801041382990414	
Coffee creamer liquid sugar free flavored	Axis.7	0.140225642979433	0.03092733273885	0.801041382990414	
Coffee creamer powder	Axis.3	-0.129077472946647	0.0471525381419012	0.801041382990414	
Coffee creamer powder	Axis.5	0.140494339211051	0.0306040737255222	0.801041382990414	
Coffee creamer powder	Axis.9	-0.10802821335839	0.0970877394417956	0.801041382990414	
Coffee creamer powder	Axis.10	0.162786372728803	0.0120876072018364	0.801041382990414	
Coffee creamer powder flavored	Axis.3	-0.13215596864408	0.0420845930566265	0.801041382990414	
Coffee creamer powder flavored	Axis.4	0.0908899431328213	0.163099257061915	0.801041382990414	
Coffee creamer powder flavored	Axis.7	0.0699297834770271	0.283640725029757	0.801041382990414	
Coffee creamer powder flavored	Axis.9	-0.129453450773151	0.0465074669342437	0.801041382990414	
Coffee creamer powder fat free	Axis.4	-0.0922915363866313	0.15668103817335	0.801041382990414	
Coffee creamer powder fat free	Axis.6	-0.0999032094906834	0.125103911686651	0.801041382990414	
Coffee creamer powder sugar free flavored	Axis.5	0.100397755880487	0.12323675280072	0.801041382990414	
Whipped topping	Axis.3	-0.123303089050047	0.0580354666325423	0.801041382990414	
Whipped topping	Axis.5	0.108009682656243	0.0971454269711803	0.801041382990414	
Whipped topping	Axis.7	-0.0757842906121553	0.24515910150649	0.801041382990414	
Sour cream	Axis.5	0.158411909801847	0.0146360676631279	0.801041382990414	
Sour cream	Axis.8	-0.103525451104193	0.111924600605462	0.801041382990414	
Sour cream	Axis.9	0.122468029597895	0.0597687787003052	0.801041382990414	
Chipotle dip regular	Axis.4	0.159642287732847	0.0138755844001816	0.801041382990414	
Chipotle dip regular	Axis.9	-0.0769127376767001	0.238181482165473	0.801041382990414	
Ranch dip regular	Axis.1	0.0713594353504881	0.273888416176249	0.801041382990414	
Ranch dip regular	Axis.2	0.0732623536265011	0.261264756887091	0.801041382990414	
Ranch dip regular	Axis.4	0.0999032094906834	0.125103911686651	0.801041382990414	
Ranch dip regular	Axis.9	-0.101806127766696	0.118037814914839	0.801041382990414	
Ice cream regular flavors other than chocolate	Axis.1	-0.0722522624845375	0.267914877026933	0.801041382990414	
Ice cream regular flavors other than chocolate	Axis.4	0.116334504673795	0.0738482741578727	0.801041382990414	
Ice cream regular flavors other than chocolate	Axis.5	-0.0846754812183572	0.193942370080156	0.801041382990414	
Ice cream regular flavors other than chocolate	Axis.8	-0.127826664930557	0.0493526195449375	0.801041382990414	
Ice cream regular flavors other than chocolate	Axis.9	0.0853174335179426	0.190572069938823	0.801041382990414	
Ice cream regular chocolate	Axis.4	0.162907596963495	0.0120229308024571	0.801041382990414	
Ice cream regular chocolate	Axis.6	0.0732197864424072	0.261542696371031	0.801041382990414	
Ice cream regular chocolate	Axis.7	-0.0951668914295089	0.144112401462446	0.801041382990414	
Ice cream regular chocolate	Axis.10	0.0866821018932034	0.18355019173373	0.801041382990414	
Ice cream rich flavors other than chocolate	Axis.1	0.0950546654097056	0.144588103157125	0.801041382990414	
Ice cream rich flavors other than chocolate	Axis.2	-0.0938769365691113	0.149652587938149	0.801041382990414	
Ice cream rich flavors other than chocolate	Axis.4	-0.0883638001124162	0.175161315041824	0.801041382990414	
Ice cream rich flavors other than chocolate	Axis.7	0.15036240482718	0.0205723427910533	0.801041382990414	
Ice cream rich flavors other than chocolate	Axis.8	0.0784412923926265	0.228953762262853	0.801041382990414	
Ice cream soft serve NS as to flavor	Axis.4	0.112272178284768	0.0845766749451445	0.801041382990414	
Ice cream soft serve NS as to flavor	Axis.8	-0.0932429955246378	0.152433764046675	0.801041382990414	
Ice cream soft serve NS as to flavor	Axis.9	0.0875342406965988	0.179263206481129	0.801041382990414	
